0	1.134149939e-16	1.185142395e-16	0	1.570796327
67929184.55	2.233270432e-06	2.893511709e-07	4.53728173e-05	1.570796327
135858369.1	3.99699733e-07	6.529677338e-07	0.0001528760696	1.570796326
203787553.6	2.078446537e-06	6.787585283e-07	0.0002609146284	1.570796326
271716738.2	2.888310289e-06	9.65279616e-07	0.0003058307961	1.570796326
339645922.7	1.990894275e-06	9.360591536e-07	0.0002628445934	1.570796326
407575107.3	5.247546855e-07	1.950056418e-07	0.000160258816	1.570796326
475504291.8	2.84798151e-06	2.958443055e-07	7.608213924e-05	1.570796327
543433476.4	7.665938591e-07	4.684921332e-07	7.109363996e-05	1.570796327
611362660.9	2.169937334e-06	3.014383522e-07	9.19650114e-05	1.570796326
679291845.5	1.544627116e-06	2.020657497e-07	0.0001769498175	1.570796326
747221030	3.098660888e-06	9.388358526e-07	0.0002779848649	1.570796326
815150214.6	1.706002423e-06	9.667851279e-07	0.0003219351534	1.570796326
883079399.1	3.593553242e-06	6.729833766e-07	0.0002829464825	1.570796326
951008583.7	2.406909997e-06	6.482771148e-07	0.0001951328966	1.570796326
1018937768	3.065235872e-06	2.935868977e-07	0.0001401596585	1.570796326
1086866953	2.177696471e-06	4.607296559e-09	0.0001421858917	1.570796326
1154796137	5.131676918e-06	2.843117685e-07	0.0001577951379	1.570796325
1222725322	3.087543331e-06	6.596466155e-07	0.00022186968	1.570796326
1290654506	3.407991276e-06	6.844353927e-07	0.0003105358052	1.570796326
1358583691	6.73095149e-06	9.63431995e-07	0.0003519171839	1.570796326
1426512876	4.368174036e-06	9.327105717e-07	0.0003182544657	1.570796326
1494442060	4.977166325e-06	1.893608004e-07	0.0002463409183	1.570796325
1562371245	7.710294356e-06	2.915501704e-07	0.0002089499752	1.570796325
1630300429	5.760347511e-06	4.684297477e-07	0.0002132757824	1.570796325
1698229614	7.245265131e-06	3.042927802e-07	0.00022682929	1.570796325
1766158798	8.017890298e-06	2.077517451e-07	0.000277776444	1.570796325
1834087983	9.497850979e-06	9.401371025e-07	0.0003546126426	1.570796326
