0	1	6.123233996e-17	0	0
67929184.55	0.999999999	1.791760686e-10	0	0
135858369.1	0.9999999883	5.851935105e-10	0	0
203787553.6	0.999999966	8.882168946e-10	0	0
271716738.2	0.9999999532	1.039164149e-09	0	0
339645922.7	0.9999999655	8.756445071e-10	0	0
407575107.3	0.9999999872	6.000054399e-10	0	0
475504291.8	0.9999999971	2.135456869e-10	0	0
543433476.4	0.9999999975	3.288397904e-11	0	0
611362660.9	0.9999999958	5.316308007e-10	0	0
679291845.5	0.9999999843	6.186276548e-10	0	0
747221030	0.9999999614	1.0282531e-09	0	0
815150214.6	0.9999999482	1.050901205e-09	0	0
883079399.1	0.99999996	9.610191034e-10	0	0
951008583.7	0.999999981	1.175969605e-09	0	0
1018937768	0.9999999902	1.059687288e-09	0	0
1086866953	0.9999999899	7.930450243e-10	0	0
1154796137	0.9999999875	1.51001906e-09	0	0
1222725322	0.9999999754	1.197116689e-09	0	0
1290654506	0.9999999518	1.171745207e-09	0	0
1358583691	0.9999999381	1.074308703e-09	0	0
1426512876	0.9999999493	1.146424128e-09	0	0
1494442060	0.9999999696	1.460037486e-09	0	0
1562371245	0.9999999781	1.763793617e-09	0	0
1630300429	0.9999999772	1.816958201e-09	0	0
1698229614	0.9999999742	1.667713806e-09	0	0
1766158798	0.9999999614	1.462234839e-09	0	0
1834087983	0.9999999371	1.130154032e-09	0	0
1902017167	0.9999999229	1.109324693e-09	0	0
1969946352	0.9999999336	1.201395045e-09	0	0
2037875536	0.9999999533	1.05988735e-09	0	0
2105804721	0.9999999611	1.295792868e-09	0	0
2173733906	0.9999999595	1.588245596e-09	0	0
2241663090	0.9999999558	8.164174394e-10	0	0
2309592275	0.9999999422	1.070969597e-09	0	0
2377521459	0.9999999172	1.016764068e-09	0	0
2445450644	0.9999999024	1.156730328e-09	0	0
2513379828	0.9999999128	1.092488605e-09	0	0
2581309013	0.9999999318	6.406020771e-10	0	0
2649238197	0.9999999387	4.17316909e-10	0	0
2717167382	0.9999999363	5.127119342e-10	0	0
2785096567	0.9999999319	3.069334288e-10	0	0
2853025751	0.9999999174	6.94244945e-10	0	0
2920954936	0.9999998916	1.088991181e-09	0	0
2988884120	0.9999998765	1.21619787e-09	0	0
3056813305	0.9999998861	1.045589676e-09	0	0
3124742489	0.9999999042	9.024916982e-10	0	0
3192671674	0.9999999103	5.440406516e-10	0	0
3260600858	0.9999999068	3.155067931e-10	0	0
3328530043	0.9999999014	9.952703718e-10	0	0
3396459227	0.9999998857	9.7205361e-10	0	0
3464388412	0.999999859	1.305512204e-09	0	0
3532317597	0.9999998423	1.295900559e-09	0	0
3600246781	0.999999851	1.255051013e-09	0	0
3668175966	0.9999998673	1.576676406e-09	0	0
3736105150	0.9999998715	1.59490649e-09	0	0
3804034335	0.9999998661	1.396023358e-09	0	0
3871963519	0.9999998588	1.953357537e-09	0	0
3939892704	0.9999998401	1.624327623e-09	0	0
4007821888	0.9999998101	1.431779201e-09	0	0
4075751073	0.9999997908	1.415404522e-09	0	0
4143680258	0.9999997945	1.539989753e-09	0	0
4211609442	0.9999998061	1.795333277e-09	0	0
4279538627	0.9999998049	2.16137514e-09	0	0
4347467811	0.9999997922	2.326100263e-09	0	0
4415396996	0.9999997765	1.950388357e-09	0	0
4483326180	0.9999997484	1.887458029e-09	0	0
4551255365	0.999999707	1.725521121e-09	0	0
4619184549	0.9999996724	1.689041857e-09	0	0
4687113734	0.9999996607	1.804630506e-09	0	0
4755042918	0.9999996521	1.595215354e-09	0	0
4822972103	0.9999996252	1.810708533e-09	0	0
4890901288	0.9999995837	2.18255864e-09	0	0
4958830472	0.9999995328	1.56558328e-09	0	0
5026759657	0.9999994616	2.035885743e-09	0	0
5094688841	0.9999993669	2.3895182e-09	0	0
5162618026	0.9999992739	2.61138739e-09	0	0
5230547210	0.9999991827	2.732067078e-09	0	0
5298476395	0.9999990843	2.56614891e-09	0	0
5366405579	0.9999989473	2.586733555e-09	0	0
5434334764	0.9999987734	2.985554754e-09	0	0
5502263948	0.9999985579	3.552113331e-09	0	0
5570193133	0.9999982954	4.442730245e-09	0	0
5638122318	0.9999979653	5.526993591e-09	0	0
5706051502	0.9999975792	6.530451352e-09	0	0
5773980687	0.9999971483	7.38105716e-09	0	0
